disease,text
Nausea and vomiting,"['""Creatinine""', '""Anion Gap""', '""Glucose""', '""Sodium""', '""Urea Nitrogen""', '""Bicarbonate""', '""Calcium, Total""', '""Magnesium""', '""Potassium""', '""Chloride""', '""Phosphate""', '""Length of Urine Collection""', '""Osmolality, Urine""', '""Potassium, Urine""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Chloride, Urine""', '""Urea Nitrogen, Urine""', '""MCHC""', '""RDW""', '""Hemoglobin""', '""Platelet Count""', '""Hematocrit""', '""MCV""', '""Red Blood Cells""', '""White Blood Cells""', '""MCH""', '""INR(PT)""', '""PT""', '""PTT""', '""Blue Top Hold""', '""Light Green Top Hold""', '""Albumin""', '""Lipase""', '""Bilirubin, Total""', '""Alanine Aminotransferase (ALT)""', '""Alkaline Phosphatase""', '""Asparate Aminotransferase (AST)""', '""Estimated GFR (MDRD equation)""', '""C-Reactive Protein""', '""Lymphocytes""', '""Neutrophils""', '""Eosinophils""', '""Basophils""', '""Monocytes""', '""Base Excess""', '""pH""', '""Calculated Total CO2""', '""pCO2""', '""pO2""', '""Specimen Type""', '""Lactate""', '""Leukocytes""', '""Specific Gravity""', '""Protein""', '""RBC""', '""Ketone""', '""Urine Color""', '""WBC""', '""Blood""', '""Bilirubin""', '""Urobilinogen""', '""Urine Appearance""', '""Epithelial Cells""', '""Nitrite""', '""Bacteria""', '""Yeast""', '""Temperature""', '""Free Calcium""', '""Calculated Bicarbonate, Whole Blood""', '""Chloride, Whole Blood""', '""Oxygen Saturation""', '""Potassium, Whole Blood""', '""Sodium, Whole Blood""', '""WBC Clumps""', '""Hyaline Casts""', '""Urine Mucous""', '""Thyroid Stimulating Hormone""', '""Thyroxine (T4), Free""', '""Creatine Kinase (CK)""', '""Calcium, Urine""', '""Bicarbonate, Urine""', '""Ferritin""', '""Transferrin""', '""Iron""', '""Iron Binding Capacity, Total""', '""Intubated""']"
Nausea and vomiting,"['""Creatine Kinase (CK)""', '""Troponin T""', '""Creatine Kinase, MB Isoenzyme""', '""CK-MB Index""', '""Asparate Aminotransferase (AST)""', '""Alkaline Phosphatase""', '""Bilirubin, Total""', '""Alanine Aminotransferase (ALT)""', '""Digoxin""', '""Red Blood Cells""', '""Platelet Count""', '""Hemoglobin""', '""RDW""', '""MCH""', '""RDW-SD""', '""MCHC""', '""MCV""', '""White Blood Cells""', '""Hematocrit""', '""Creatinine""', '""Calcium, Total""', '""Bicarbonate""', '""Glucose""', '""Anion Gap""', '""Chloride""', '""Phosphate""', '""Sodium""', '""Potassium""', '""Magnesium""', '""Urea Nitrogen""', '""PTT""', '""PT""', '""INR(PT)""', '""Specimen Type""', '""Temperature""', '""pCO2""', '""Base Excess""', '""Lactate""', '""pO2""', '""Calculated Total CO2""', '""Oxygen Saturation""', '""pH""', '""Albumin""', '""Estimated GFR (MDRD equation)""', '""NTproBNP""', '""Urine Mucous""', '""Yeast""', '""Bacteria""', '""Specific Gravity""', '""Epithelial Cells""', '""Hyaline Casts""', '""Leukocytes""', '""Urine Color""', '""Urine Appearance""', '""Protein""', '""Nitrite""', '""WBC""', '""RBC""', '""Ketone""', '""Blood""', '""Bilirubin""', '""Urobilinogen""', '""Fibrinogen, Functional""', '""Intubated""', '""Potassium, Whole Blood""', '""Free Calcium""', '""Lactate Dehydrogenase (LD)""', '""Absolute Eosinophil Count""', '""Lymphocytes""', '""Immature Granulocytes""', '""Eosinophils""', '""Monocytes""', '""Absolute Neutrophil Count""', '""Absolute Basophil Count""', '""Absolute Lymphocyte Count""', '""Basophils""', '""Nucleated Red Cells""', '""Absolute Monocyte Count""', '""Neutrophils""', '""Hematocrit, Calculated""', '""Bilirubin, Indirect""', '""Bilirubin, Direct""', '""Sodium, Whole Blood""', '""Oxygen""', '""O2 Flow""']"
Neurogenic bladder,"['""RDW-SD""', '""Platelet Count""', '""RDW""', '""Hematocrit""', '""MCHC""', '""Hemoglobin""', '""White Blood Cells""', '""MCV""', '""MCH""', '""Red Blood Cells""', '""Anion Gap""', '""Potassium""', '""Urea Nitrogen""', '""Sodium""', '""Chloride""', '""Bicarbonate""', '""Glucose""', '""Creatinine""', '""INR(PT)""', '""PTT""', '""PT""', '""Calcium, Total""', '""Phosphate""', '""Magnesium""']"
Neutropenia,"['""Phosphate""', '""I""', '""H""', '""Sodium""', '""Creatinine""', '""Calcium, Total""', '""Magnesium""', '""Potassium""', '""L""', '""Bicarbonate""', '""Anion Gap""', '""Chloride""', '""Urea Nitrogen""', '""Glucose""', '""Length of Urine Collection""', '""Chloride, Urine""', '""Urea Nitrogen, Urine""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Osmolality, Urine""', '""Uric Acid""', '""Alanine Aminotransferase (ALT)""', '""Asparate Aminotransferase (AST)""', '""Bilirubin, Total""', '""Alkaline Phosphatase""', '""PTT""', '""INR(PT)""', '""PT""', '""Monocytes""', '""Absolute Eosinophil Count""', '""Absolute Neutrophil Count""', '""Blasts""', '""Myelocytes""', '""Eosinophils""', '""Lymphocytes""', '""Anisocytosis""', '""Nucleated Red Cells""', '""Microcytes""', '""Atypical Lymphocytes""', '""Absolute Lymphocyte Count""', '""Platelet Smear""', '""Neutrophils""', '""Bands""', '""Poikilocytosis""', '""Hypochromia""', '""Absolute Basophil Count""', '""Polychromasia""', '""Metamyelocytes""', '""Macrocytes""', '""Absolute Monocyte Count""', '""Basophils""', '""Lactate Dehydrogenase (LD)""', '""MCHC""', '""White Blood Cells""', '""Red Blood Cells""', '""RDW""', '""Platelet Count""', '""MCV""', '""Hematocrit""', '""MCH""', '""RDW-SD""', '""Hemoglobin""', '""Schistocytes""', '""Teardrop Cells""', '""Ovalocytes""', '""Fibrinogen, Functional""', '""Vancomycin""', '""Albumin""', '""Bilirubin, Indirect""', '""Bilirubin, Direct""', '""Specimen Type""', '""Calculated Total CO2""', '""pH""', '""pO2""', '""Base Excess""', '""pCO2""', '""Free Calcium""', '""Lactate""', '""Creatine Kinase (CK)""', '""CK-MB Index""', '""Creatine Kinase, MB Isoenzyme""', '""Troponin T""', '""Spherocytes""', '""Temperature""', '""Bilirubin""', '""Blood""', '""Specific Gravity""', '""Bacteria""', '""Nitrite""', '""Yeast""', '""Urine Color""', '""Leukocytes""', '""Urine Mucous""', '""Epithelial Cells""', '""WBC""', '""RBC""', '""Urine Appearance""', '""Ketone""', '""Urobilinogen""', '""Protein""', '""Target Cells""', '""Echinocytes""', '""Monos""', '""Macrophage""', '""Other Cell""', '""Polys""', '""Potassium, Whole Blood""', '""Sodium, Whole Blood""', '""Promyelocytes""', '""Intubated""', '""Hematocrit, Calculated""', '""PEEP""', '""Ventilator""', '""Ventilation Rate""', '""Oxygen""', '""Cytomegalovirus Viral Load""', '""Green Top Hold (plasma)""', '""Cholesterol, HDL""', '""Estimated GFR (MDRD equation)""', '""Triglycerides""', '""Cholesterol, Total""', '""Lipase""', '""Cholesterol, LDL, Measured""', '""RFXLDLM""', '""Tidal Volume""', '""Osmolality, Measured""', '""Assist/Control""', '""Required O2""', '""Alveolar-arterial Gradient""', '""Haptoglobin""', '""Hyaline Casts""', '""Amorphous Crystals""', '""Transitional Epithelial Cells""', '""Ferritin""', '""Immature Granulocytes""', '""Amylase""', '""Thyroid Stimulating Hormone""', '""Cortisol""', '""Red Top Hold""', '""Immunophenotyping""', '""EDTA Hold""', '""HIV Screen""', '""ARCH-1""', '""Blood Parasite Smear""', '""C-Reactive Protein""']"
Night terrors,"['""PTT""', '""Vancomycin""', '""Urea Nitrogen""', '""Magnesium""', '""Sodium""', '""Bicarbonate""', '""Anion Gap""', '""Potassium""', '""Chloride""', '""Glucose""', '""Calcium, Total""', '""Phosphate""', '""Creatinine""', '""Troponin T""', '""Creatine Kinase, MB Isoenzyme""', '""CK-MB Index""', '""Asparate Aminotransferase (AST)""', '""White Blood Cells""', '""MCH""', '""MCV""', '""MCHC""', '""RDW-SD""', '""Hematocrit""', '""Hemoglobin""', '""RDW""', '""Platelet Count""', '""Red Blood Cells""', '""Alanine Aminotransferase (ALT)""', '""Fibrinogen, Functional""', '""PT""', '""INR(PT)""', '""Bilirubin, Total""', '""Creatine Kinase (CK)""', '""Alkaline Phosphatase""', '""Estimated GFR (MDRD equation)""', '""Specimen Type""', '""pO2""', '""Calculated Total CO2""', '""pCO2""', '""Base Excess""', '""pH""', '""EDTA Hold""', '""Lactate Dehydrogenase (LD)""', '""Oxygen Saturation""', '""Free Calcium""', '""Lactate""', '""PEEP""', '""Oxygen""', '""Ventilation Rate""', '""Intubated""', '""Temperature""', '""Assist/Control""', '""Tidal Volume""', '""Albumin""', '""Potassium, Whole Blood""', '""Thyroid Stimulating Hormone""', '""Hepatitis C Virus Antibody""', '""Hepatitis A Virus Antibody""', '""Hepatitis B Surface Antibody""', '""Anti-Nuclear Antibody""', '""Anti-Mitochondrial Antibody""', '""Transferrin""', '""Immunoglobulin A""', '""Immunoglobulin G""', '""Iron""', '""Immunoglobulin M""', '""Iron Binding Capacity, Total""', '""Ferritin""', '""Tricyclic Antidepressant Screen""', '""Ethanol""', '""Salicylate""', '""Barbiturate Screen""', '""Acetaminophen""', '""Benzodiazepine Screen""', '""Hepatitis B Virus Core Antibody""', '""Hepatitis B Surface Antigen""', '""Anti-Smooth Muscle Antibody""', '""Leukocytes""', '""Urobilinogen""', '""Epithelial Cells""', '""Urine Color""', '""Bacteria""', '""Blood""', '""Protein""', '""Urine Mucous""', '""Nitrite""', '""Ketone""', '""WBC""', '""Urine Appearance""', '""Bilirubin""', '""RBC""', '""Yeast""', '""Specific Gravity""']"
Orthostatic hypotension,"['""% Hemoglobin A1c""', '""eAG""', '""Red Top Hold""', '""Hemoglobin""', '""Eosinophils""', '""RDW""', '""White Blood Cells""', '""Red Blood Cells""', '""Platelet Count""', '""MCH""', '""MCHC""', '""Basophils""', '""Monocytes""', '""Lymphocytes""', '""Hematocrit""', '""Neutrophils""', '""MCV""', '""Calcium, Total""', '""Phosphate""', '""Sodium""', '""Potassium""', '""Bicarbonate""', '""Anion Gap""', '""Glucose""', '""Magnesium""', '""Urea Nitrogen""', '""Chloride""', '""Creatinine""', '""Cortisol""', '""Protein""', '""Bilirubin""', '""Yeast""', '""Nitrite""', '""WBC""', '""Ketone""', '""Blood""', '""pH""', '""Bacteria""', '""Urine Color""', '""Urobilinogen""', '""RBC""', '""Leukocytes""', '""Urine Appearance""', '""Specific Gravity""', '""Epithelial Cells""', '""Vitamin B12""', '""Thyroid Stimulating Hormone""', '""Calculated Total CO2""', '""Specimen Type""', '""pO2""', '""Base Excess""', '""pCO2""', '""Lactate""', '""Potassium, Whole Blood""', '""Chloride, Whole Blood""', '""Hematocrit, Calculated""', '""Free Calcium""', '""Sodium, Whole Blood""', '""Estimated GFR (MDRD equation)""', '""PTT""', '""INR(PT)""', '""PT""', '""Oxygen Saturation""', '""Intubated""', '""Ventilator""', '""Platelet Smear""', '""Alanine Aminotransferase (ALT)""', '""H""', '""Asparate Aminotransferase (AST)""', '""I""', '""L""', '""Bilirubin, Total""', '""Alkaline Phosphatase""', '""Metamyelocytes""', '""Absolute Eosinophil Count""', '""Absolute Monocyte Count""', '""Bands""', '""Absolute Neutrophil Count""', '""Myelocytes""', '""Absolute Lymphocyte Count""', '""Atypical Lymphocytes""', '""Absolute Basophil Count""', '""Blasts""', '""Microcytes""', '""Macrocytes""', '""Teardrop Cells""', '""Ovalocytes""', '""Anisocytosis""', '""Hypochromia""', '""Poikilocytosis""', '""Polychromasia""', '""RDW-SD""', '""Albumin""', '""Lactate Dehydrogenase (LD)""', '""Nucleated Red Cells""', '""Immature Granulocytes""', '""Uric Acid""', '""Spherocytes""', '""Schistocytes""', '""Lipase""', '""Amylase""', '""Creatine Kinase (CK)""', '""Vancomycin""', '""Length of Urine Collection""', '""Osmolality, Urine""', '""Sodium, Urine""', '""Osmolality, Measured""', '""Target Cells""', '""Immunophenotyping""', '""EDTA Hold""', '""HIV Screen""', '""ARCH-1""', '""Blood Parasite Smear""', '""Cytomegalovirus Viral Load""', '""Fibrinogen, Functional""', '""C-Reactive Protein""', '""Hyaline Casts""', '""Urine Mucous""', '""Creatinine, Urine""', '""Total Protein, Urine""', '""Protein/Creatinine Ratio""', '""Green Top Hold (plasma)""', '""Temperature""', '""Troponin T""', '""Creatine Kinase, MB Isoenzyme""', '""NTproBNP""', '""Thyroxine (T4), Free""', '""O2 Flow""', '""Blue Top Hold""', '""Treponema pallidum (Syphilis) Ab""', '""Treponema pallidum (syphilis) value""', '""Problem Specimen""', '""Voided Specimen""']"
Osteoarthritis,"['""I""', '""H""', '""Lipase""', '""Amylase""', '""L""', '""Absolute Eosinophil Count""', '""Schistocytes""', '""Poikilocytosis""', '""Absolute Lymphocyte Count""', '""Other Cells""', '""Eosinophils""', '""Lymphocytes""', '""Neutrophils""', '""RBC Morphology""', '""Hypochromia""', '""Ovalocytes""', '""Basophils""', '""Microcytes""', '""Anisocytosis""', '""Absolute Neutrophil Count""', '""Monocytes""', '""Absolute Monocyte Count""', '""Polychromasia""', '""Absolute Basophil Count""', '""Teardrop Cells""', '""Platelet Smear""', '""MCH""', '""RDW-SD""', '""Red Blood Cells""', '""MCV""', '""White Blood Cells""', '""MCHC""', '""Hemoglobin""', '""RDW""', '""Platelet Count""', '""Hematocrit""', '""Lactate Dehydrogenase (LD)""', '""Creatinine""', '""Alanine Aminotransferase (ALT)""', '""Sodium""', '""Glucose""', '""Asparate Aminotransferase (AST)""', '""Anion Gap""', '""Potassium""', '""Alkaline Phosphatase""', '""Albumin""', '""Calcium, Total""', '""Urea Nitrogen""', '""Bilirubin, Total""', '""Magnesium""', '""Phosphate""', '""Chloride""', '""Bicarbonate""', '""PT""', '""INR(PT)""', '""PTT""', '""Uric Acid""', '""Lactate""', '""Folate""', '""25-OH Vitamin D""', '""Vitamin B12""', '""Spherocytes""', '""Blue Top Hold""', '""Green Top Hold (plasma)""', '""Estimated GFR (MDRD equation)""', '""Troponin T""', '""Basophilic Stippling""', '""Uhold""', '""Length of Urine Collection""', '""Ketone""', '""Bilirubin""', '""Urobilinogen""', '""Nitrite""', '""Specific Gravity""', '""pH""', '""Urine Color""', '""Urine Appearance""', '""Leukocytes""', '""Protein""', '""Blood""', '""Blood, Occult""', '""Macrocytes""', '""XUCU""', '""Urine Mucous""', '""RBC""', '""Yeast""', '""Hyaline Casts""', '""Transitional Epithelial Cells""', '""UCU2""', '""WBC""', '""Bacteria""', '""Epithelial Cells""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Osmolality, Urine""', '""Metamyelocytes""']"
Osteoarthritis,"['""I""', '""H""', '""Lipase""', '""Amylase""', '""L""', '""Absolute Eosinophil Count""', '""Schistocytes""', '""Poikilocytosis""', '""Absolute Lymphocyte Count""', '""Other Cells""', '""Eosinophils""', '""Lymphocytes""', '""Neutrophils""', '""RBC Morphology""', '""Hypochromia""', '""Ovalocytes""', '""Basophils""', '""Microcytes""', '""Anisocytosis""', '""Absolute Neutrophil Count""', '""Monocytes""', '""Absolute Monocyte Count""', '""Polychromasia""', '""Absolute Basophil Count""', '""Teardrop Cells""', '""Platelet Smear""', '""MCH""', '""RDW-SD""', '""Red Blood Cells""', '""MCV""', '""White Blood Cells""', '""MCHC""', '""Hemoglobin""', '""RDW""', '""Platelet Count""', '""Hematocrit""', '""Lactate Dehydrogenase (LD)""', '""Creatinine""', '""Alanine Aminotransferase (ALT)""', '""Sodium""', '""Glucose""', '""Asparate Aminotransferase (AST)""', '""Anion Gap""', '""Potassium""', '""Alkaline Phosphatase""', '""Albumin""', '""Calcium, Total""', '""Urea Nitrogen""', '""Bilirubin, Total""', '""Magnesium""', '""Phosphate""', '""Chloride""', '""Bicarbonate""', '""PT""', '""INR(PT)""', '""PTT""', '""Uric Acid""', '""Lactate""', '""Folate""', '""25-OH Vitamin D""', '""Vitamin B12""', '""Spherocytes""', '""Blue Top Hold""', '""Green Top Hold (plasma)""', '""Estimated GFR (MDRD equation)""', '""Troponin T""', '""Basophilic Stippling""', '""Uhold""', '""Length of Urine Collection""', '""Ketone""', '""Bilirubin""', '""Urobilinogen""', '""Nitrite""', '""Specific Gravity""', '""pH""', '""Urine Color""', '""Urine Appearance""', '""Leukocytes""', '""Protein""', '""Blood""', '""Blood, Occult""', '""Macrocytes""', '""XUCU""', '""Urine Mucous""', '""RBC""', '""Yeast""', '""Hyaline Casts""', '""Transitional Epithelial Cells""', '""UCU2""', '""WBC""', '""Bacteria""', '""Epithelial Cells""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Osmolality, Urine""', '""Metamyelocytes""']"
Osteoarthritis,"['""Potassium""', '""Albumin""', '""Glucose""', '""Alkaline Phosphatase""', '""Phosphate""', '""Urea Nitrogen""', '""Lactate Dehydrogenase (LD)""', '""Asparate Aminotransferase (AST)""', '""Magnesium""', '""Bilirubin, Total""', '""Chloride""', '""Anion Gap""', '""I""', '""H""', '""L""', '""Creatinine""', '""Bicarbonate""', '""Sodium""', '""Calcium, Total""', '""Alanine Aminotransferase (ALT)""', '""PT""', '""INR(PT)""', '""Eosinophils""', '""Absolute Monocyte Count""', '""Polychromasia""', '""Absolute Basophil Count""', '""Absolute Neutrophil Count""', '""Spherocytes""', '""Anisocytosis""', '""Absolute Eosinophil Count""', '""Teardrop Cells""', '""Ovalocytes""', '""Lymphocytes""', '""Acanthocytes""', '""Monocytes""', '""Other Cells""', '""Absolute Lymphocyte Count""', '""Poikilocytosis""', '""Hypochromia""', '""Basophils""', '""Microcytes""', '""RBC Morphology""', '""Platelet Smear""', '""Neutrophils""', '""Platelet Count""', '""White Blood Cells""', '""RDW""', '""Hematocrit""', '""Red Blood Cells""', '""MCH""', '""RDW-SD""', '""Hemoglobin""', '""MCHC""', '""MCV""', '""Uhold""', '""Length of Urine Collection""', '""Specific Gravity""', '""Nitrite""', '""Urobilinogen""', '""Ketone""', '""Urine Color""', '""Blood""', '""pH""', '""Bilirubin""', '""Leukocytes""', '""Urine Appearance""', '""Protein""']"
Osteomyelitis,"['""Sodium""', '""Glucose""', '""Anion Gap""', '""Chloride""', '""Creatinine""', '""Potassium""', '""Urea Nitrogen""', '""Magnesium""', '""Phosphate""', '""Calcium, Total""', '""Bicarbonate""', '""MCHC""', '""Platelet Count""', '""White Blood Cells""', '""Red Blood Cells""', '""MCV""', '""Hemoglobin""', '""MCH""', '""RDW""', '""Hematocrit""', '""Thyroid Stimulating Hormone""', '""Creatine Kinase (CK)""', '""Alanine Aminotransferase (ALT)""', '""Alkaline Phosphatase""', '""Albumin""', '""Bilirubin, Total""', '""Asparate Aminotransferase (AST)""', '""Metamyelocytes""', '""Atypical Lymphocytes""', '""Eosinophils""', '""Myelocytes""', '""Bands""', '""Monocytes""', '""Platelet Smear""', '""Neutrophils""', '""Lymphocytes""', '""Basophils""', '""Basophilic Stippling""', '""Ovalocytes""', '""Polychromasia""', '""Hypochromia""', '""Microcytes""', '""Macrocytes""', '""Anisocytosis""', '""Poikilocytosis""', '""Creatine Kinase, MB Isoenzyme""', '""Troponin T""', '""PT""', '""INR(PT)""', '""PTT""', '""Specimen Type""', '""Base Excess""', '""Calculated Total CO2""', '""pCO2""', '""pH""', '""pO2""', '""Lactate""', '""Potassium, Whole Blood""', '""Estimated GFR (MDRD equation)""', '""Length of Urine Collection""', '""Osmolality, Urine""', '""Chloride, Urine""', '""Potassium, Urine""', '""Sodium, Urine""', '""Ammonia""', '""WBC""', '""Nitrite""', '""Specific Gravity""', '""Yeast""', '""Urine Appearance""', '""RBC""', '""Epithelial Cells""', '""Ketone""', '""Leukocytes""', '""Urine Color""', '""Blood""', '""Protein""', '""Bilirubin""', '""Bacteria""', '""Urobilinogen""']"
Osteomyelitis,"['""H""', '""Vancomycin""', '""L""', '""I""', '""Platelet Count""', '""Hemoglobin""', '""White Blood Cells""', '""MCV""', '""RDW-SD""', '""Hematocrit""', '""RDW""', '""Red Blood Cells""', '""MCHC""', '""MCH""', '""Calcium, Total""', '""Urea Nitrogen""', '""Magnesium""', '""Phosphate""', '""Bicarbonate""', '""Anion Gap""', '""Chloride""', '""Sodium""', '""Creatinine""', '""Glucose""', '""Potassium""', '""Estimated GFR (MDRD equation)""', '""Green Top Hold (plasma)""', '""C-Reactive Protein""', '""Intubated""', '""Specimen Type""', '""pO2""', '""Base Excess""', '""pH""', '""pCO2""', '""Calculated Total CO2""', '""INR(PT)""', '""PTT""', '""PT""', '""Length of Urine Collection""', '""Uhold""', '""Urine tube, held""', '""Creatinine, Urine""', '""Sodium, Urine""', '""Total Protein, Urine""', '""Protein/Creatinine Ratio""', '""Osmolality, Urine""', '""Free Calcium""', '""Lactate""', '""Red Top Hold""', '""Creatine Kinase (CK)""', '""Iron Binding Capacity, Total""', '""Iron""', '""Transferrin""', '""Ferritin""', '""Vitamin B12""', '""Urine Color""', '""Specific Gravity""', '""Epithelial Cells""', '""Yeast""', '""Urine Mucous""', '""Bacteria""', '""WBC""', '""Protein""', '""Ketone""', '""RBC""', '""Blood""', '""Nitrite""', '""Bilirubin""', '""Urobilinogen""', '""Leukocytes""', '""Urine Appearance""', '""Light Green Top Hold""', '""Absolute Monocyte Count""', '""Neutrophils""', '""Absolute Eosinophil Count""', '""Lymphocytes""', '""Monocytes""', '""Absolute Neutrophil Count""', '""Eosinophils""', '""Absolute Lymphocyte Count""', '""Basophils""', '""Absolute Basophil Count""', '""Immature Granulocytes""', '""Alanine Aminotransferase (ALT)""', '""Bilirubin, Total""', '""Alkaline Phosphatase""', '""Asparate Aminotransferase (AST)""', '""Lipase""', '""Albumin""', '""HPE2""', '""HPE3""', '""Hepatitis B Surface Antibody""', '""Hepatitis B Virus Core Antibody""', '""Hepatitis C Virus Antibody""', '""Hepatitis B Surface Antigen""', '""HPE1""', '""HPE7""', '""Potassium, Whole Blood""']"
